Title,Artist,Year,Explicit,Styles,Languages,title_artist,synced
"Merry Christmas, Baby",Rod Stewart,2012,0,"Christmas,Soul,Pop,Duet",English,"merry christmas, baby - rod stewart",0
More Than I Can Say,Bobby Vee,1961,0,"Pop,Oldies",English,more than i can say - bobby vee,0
Break It to Them Gently,Burton Cummings,1978,0,"Pop,Rock",English,break it to them gently - burton cummings,0
Tie Your Mother Down,Queen,1976,0,Rock,English,tie your mother down - queen,0
This Ain't Love,Jessica Mauboy,2015,0,"Dance,Pop,R&B",English,this ain't love - jessica mauboy,0
What Colour Is The Wind,Charlie Landsborough,1994,0,"Folk,Country",English,what colour is the wind - charlie landsborough,0
You Remind Me,Mandy Moore,2001,0,Pop,English,you remind me - mandy moore,0
Nation,TiBZ,2016,0,French pop,"English,French",nation - tibz,0
I'm Looking Over A Four Leaf Clover,Harry M. Woods,1927,0,"Pop,Oldies",English,i'm looking over a four leaf clover - harry m. woods,0
It Keeps Rainin',Fats Domino,1961,0,Pop,English,it keeps rainin' - fats domino,0
Sara,Stevie Nicks,1980,0,"Pop,Rock",English,sara - stevie nicks,0
Swinging On A Star,Frank Sinatra,1964,0,"Jazz,Pop",English,swinging on a star - frank sinatra,0
Got You On My Mind,Eric Clapton,2001,0,"Blues,Rock",English,got you on my mind - eric clapton,0
My Sister,Reba McEntire,2005,0,Country,English,my sister - reba mcentire,0
Get Up!,Korn,2011,1,"Alternative,Hard/Metal,Electro",English,get up! - korn,0
Freedom,Beyoncé,2016,0,"Pop,R&B,Soul",English,freedom - beyoncé,0
Thrift Shop,Macklemore & Ryan Lewis,2012,1,"Rap,Alternative",English,thrift shop - macklemore & ryan lewis,0
From This Moment On,Shania Twain,1998,0,"Pop,Country",English,from this moment on - shania twain,0
I Saw The Light,Hal Ketchum,1998,0,Country,English,i saw the light - hal ketchum,0
Homemade,Jake Owen,2019,0,"Country,Rock",English,homemade - jake owen,0
Nice To Know You,Incubus,2002,0,"Rock,Alternative",English,nice to know you - incubus,0
Wild Horses,Alicia Keys,2005,0,"Soul,Duet",English,wild horses - alicia keys,0
Something Stupid,The Mavericks,1995,0,"Love,Pop,Duet",English,something stupid - the mavericks,0
Hair,Lady Gaga,2011,0,"Pop,Electro,Dance",English,hair - lady gaga,0
(There'll Be) Peace in the Valley (For Me),Elvis Presley,1957,0,"Gospel,Christian,Love",English,(there'll be) peace in the valley (for me) - elvis presley,0
When You Were Sweet Sixteen,The Fureys,1981,0,Folk,English,when you were sweet sixteen - the fureys,0
Always on My Mind,Michael Bublé,2007,0,"Pop,Oldies,Jazz",English,always on my mind - michael bublé,0
"Dance: Ten, Looks: Three",A Chorus Line (musical),1975,1,Musical,English,"dance: ten, looks: three - a chorus line (musical)",0
Jolene,Zac Brown Band,2008,0,Country,English,jolene - zac brown band,0
Catfish John,Nitty Gritty Dirt Band,2002,0,"Country,Folk",English,catfish john - nitty gritty dirt band,0
Lady Willpower,Gary Puckett & The Union Gap,1968,0,"Oldies,Pop",English,lady willpower - gary puckett & the union gap,0
Chain Hang Low,Jibbs,2006,0,Rap,English,chain hang low - jibbs,0
You Lie,The Band Perry,2011,0,Country,English,you lie - the band perry,0
Life Is Beautiful,Sixx:A.M.,2007,1,Hard/Metal,English,life is beautiful - sixx:a.m.,0
Purpose,Justin Bieber,2015,0,"Pop,R&B",English,purpose - justin bieber,0
You Belong To Me,Michael Bublé,2002,0,"Jazz,Pop",English,you belong to me - michael bublé,0
A World Alone,Lorde,2013,0,"Alternative,Pop",English,a world alone - lorde,0
Wreckless Love,Alicia Keys,2007,0,"Soul,R&B",English,wreckless love - alicia keys,0
Dirty Old Town,The Dubliners,1968,0,"Celtic,Folk",English,dirty old town - the dubliners,0
90 Days,Pink,2019,0,"Pop,Duet",English,90 days - pink,0
Good Thing Going (We've Got A Good Thing Going),Sugar Minott,1981,0,Reggae,English,good thing going (we've got a good thing going) - sugar minott,0
Fool Again,Westlife,2000,0,"Pop,Teen pop",English,fool again - westlife,0
The Alto's Lament,Emily Skinner,1999,0,Musical,English,the alto's lament - emily skinner,0
I Fall To Pieces,Trisha Yearwood,1994,0,"Country,Duet",English,i fall to pieces - trisha yearwood,0
The Cutter,Echo & The Bunnymen,1983,0,"Alternative,Rock,Punk/Grunge",English,the cutter - echo & the bunnymen,0
Disco Medley (live at the London Palladium),Jane McDonald,2010,0,Disco,English,disco medley (live at the london palladium) - jane mcdonald,0
Nothing In This World,Paris Hilton,2006,0,Pop,English,nothing in this world - paris hilton,0
Honey Bee,Blake Shelton,2011,0,Country,English,honey bee - blake shelton,0
I Don't Wanna,Aaliyah,2000,0,R&B,English,i don't wanna - aaliyah,0
The Way I Are (Dance With Somebody),Bebe Rexha,2017,0,"Pop,R&B",English,the way i are (dance with somebody) - bebe rexha,0
Last Hurrah,Bebe Rexha,2019,0,"R&B,Pop",English,last hurrah - bebe rexha,0
Anything Can Happen,Mary Poppins (musical),2005,0,Musical,English,anything can happen - mary poppins (musical),0
See My Baby Jive,Wizzard,1973,0,"Pop,Rock,Soul",English,see my baby jive - wizzard,0
Clarity,Zedd,2013,0,"Dance,Electro",English,clarity - zedd,0
Solo,Jennie (제니),2018,0,"R&B,Rap,Teen pop","Korean,English",solo - jennie (제니),0
Head Over Heels,The Go-Go's,1984,0,"Pop,Rock,80s",English,head over heels - the go-go's,0
I Kissed a Girl,Ben L'Oncle Soul,2009,1,"Soul,Pop",English,i kissed a girl - ben l'oncle soul,0
Summer Of Love,Cascada,2012,0,"Dance,Pop,Electro",English,summer of love - cascada,0
American Kids,Kenny Chesney,2014,0,Country,English,american kids - kenny chesney,0
Texas (When I Die),Tanya Tucker,1972,0,Country,English,texas (when i die) - tanya tucker,0
Send Your Love,Sting,2003,0,"Pop,Rock,Dance",English,send your love - sting,0
Dynamite,Cliff Richard,1959,0,Rock 'n Roll,English,dynamite - cliff richard,0
The One That Got Away (Acoustic),Katy Perry,2011,0,Pop,English,the one that got away (acoustic) - katy perry,0
I Wonder as I Wander,Vanessa Williams,1996,0,"Christmas,Classical",English,i wonder as i wander - vanessa williams,0
Better Than Ever,Flight Facilities,2019,0,Pop,English,better than ever - flight facilities,0
You're Something Special To Me,George Strait,1985,0,Country,English,you're something special to me - george strait,0
Black Balloon,Goo Goo Dolls,1998,0,"Pop,Rock,Alternative",English,black balloon - goo goo dolls,0
The Little White Cloud That Cried,Johnnie Ray,1951,0,"Soul,Pop",English,the little white cloud that cried - johnnie ray,0
Where Is Love,Children's Chorus,2002,0,Kids,English,where is love - children's chorus,0
Jolene,Pentatonix,2016,0,"Country,Pop,Duet",English,jolene - pentatonix,0
My Way (live Elvis In Concert),Elvis Presley,1977,0,"Love,Soft rock",English,my way (live elvis in concert) - elvis presley,0
It's All In The Game,Cliff Richard,1963,0,"Love,Oldies",English,it's all in the game - cliff richard,0
Higher,Taio Cruz,2010,0,"Dance,Pop",English,higher - taio cruz,0
Someone Loves You Honey,Charley Pride,1978,0,Soft rock,English,someone loves you honey - charley pride,0
Jilted John,Jilted John,1978,0,"Punk/Grunge,Rock",English,jilted john - jilted john,0
The Chain,Tantric,2004,0,"Hard/Metal,Rock",English,the chain - tantric,0
You Don't Own Me,Grace Sewell,2015,0,"Pop,Rap",English,you don't own me - grace sewell,0
"Hello, My Name Is",Matthew West,2012,0,"Rock,Christian,Pop",English,"hello, my name is - matthew west",0
Can You Hear Me? (Ayayaya),Wiley,2012,0,"Dance,Rap,Electro",English,can you hear me? (ayayaya) - wiley,0
Perfect Duet,Ed Sheeran,2017,0,"Pop,Folk,Duet",English,perfect duet - ed sheeran,0
Watching Airplanes,Gary Allan,2007,0,Country,English,watching airplanes - gary allan,0
Trying To Get To You (Live on Stage in Memphis),Elvis Presley,1974,0,"Blues,Rock",English,trying to get to you (live on stage in memphis) - elvis presley,0
On Broadway,The Drifters,1963,0,Soul,English,on broadway - the drifters,0
That's All,Jazz Standards,2003,0,"Jazz,Oldies",English,that's all - jazz standards,0
My Happiness,Connie Francis,1958,0,"Love,Oldies,Pop,Soul",English,my happiness - connie francis,0
Empire,Ella Henderson,2014,0,"Pop,Electro",English,empire - ella henderson,0
Hot Girl Bummer,Blackbear,2019,1,"Rap,R&B",English,hot girl bummer - blackbear,0
Pretty Little Angel Eyes,Showaddywaddy,1978,0,Rock 'n Roll,English,pretty little angel eyes - showaddywaddy,0
Pain,Stereomud,2001,0,"Hard/Metal,Rock",English,pain - stereomud,0
National Express,The Divine Comedy,1999,0,"Pop,Alternative,Rock",English,national express - the divine comedy,0
Double Vision,3OH!3,2010,0,"R&B,Pop,Dance",English,double vision - 3oh!3,0
Hysteria,Muse,2003,0,"Rock,Alternative",English,hysteria - muse,0
All Your Life,The Band Perry,2011,0,"Country,Teen pop",English,all your life - the band perry,0
I Love Paris,Vanessa Paradis,2009,0,Jazz,English,i love paris - vanessa paradis,0
In Your Arms,Nico & Vinz,2014,0,Pop,English,in your arms - nico & vinz,0
I Need To Be In Love,The Carpenters,1976,0,Pop,English,i need to be in love - the carpenters,0
Feeling That Way,Journey,1978,0,Rock,English,feeling that way - journey,0
So Good,Louisa Johnson,2016,0,Pop,English,so good - louisa johnson,0
Come As You Are,Beverley Knight,2004,0,"Rock,Pop",English,come as you are - beverley knight,0
Meet Virginia,Train,1998,0,Rock,English,meet virginia - train,0
Let's Stay Together,Seal,2011,0,"Soul,Pop",English,let's stay together - seal,0
On the Street Where You Live,Patrizio Buanne,2009,0,Jazz,English,on the street where you live - patrizio buanne,0
Rock This Town,Brian Setzer,1998,0,"Jazz,Rock 'n Roll,Blues",English,rock this town - brian setzer,0
7/11,Beyoncé,2014,0,"Rap,R&B",English,7/11 - beyoncé,0
You Can't Change That,Ray Parker Jr.,1979,0,"Soul,Disco,Pop",English,you can't change that - ray parker jr.,0
Anywhere,Rita Ora,2017,0,"Electro,Dance",English,anywhere - rita ora,0
Unbroken,Demi Lovato,2011,0,"Pop,Electro",English,unbroken - demi lovato,0
Hidden Away,Josh Groban,2010,0,Soft rock,English,hidden away - josh groban,0
Moving to New York,The Wombats,2008,0,"Alternative,Rock",English,moving to new york - the wombats,0
Kiss on My List,Hall & Oates,1981,0,"Pop,Soul,80s",English,kiss on my list - hall & oates,0
Teach Me Tonight,Amy Winehouse,2008,0,"Soul,Jazz",English,teach me tonight - amy winehouse,0
Supernova,Mr Hudson,2009,0,"R&B,Pop",English,supernova - mr hudson,0
Glorious,Cascada,2013,0,"Dance,Pop,Electro",English,glorious - cascada,0
Daddy Cool,Boney M.,1976,0,Disco,English,daddy cool - boney m.,0
Wish She Would Have Left Quicker,Rodney Carrington,2009,1,"Humour,Country",English,wish she would have left quicker - rodney carrington,0
Can't Stop Loving You,Tom Jones,1970,0,Pop,English,can't stop loving you - tom jones,0
The Clincher,Chevelle,2004,0,"Hard/Metal,Alternative,Rock",English,the clincher - chevelle,0
You Really Got Me,Van Halen,1978,0,"Punk/Grunge,Rock",English,you really got me - van halen,0
Respectable,Mel and Kim,1987,0,"Pop,Dance,80s",English,respectable - mel and kim,0
Cater 2 U,Destiny's Child,2005,0,"R&B,Pop,Teen pop",English,cater 2 u - destiny's child,0
Roar,Postmodern Jukebox,2013,0,"Soul,Jazz",English,roar - postmodern jukebox,0
Golden Ring,George Jones,1976,0,"Country,Duet",English,golden ring - george jones,0
The Little Drummer Boy,Anne Murray,1981,0,Christmas,English,the little drummer boy - anne murray,0
Glorious,Andreas Johnson,1999,0,"Rock,Alternative",English,glorious - andreas johnson,0
Hear Me Out,Irma,2014,0,"Pop,Soul,Folk",English,hear me out - irma,0
It's A Beautiful Day,Michael Bublé,2013,0,"Pop,Jazz",English,it's a beautiful day - michael bublé,0
Blue Moon Nights,John Fogerty,1997,0,"Rock,Country,Blues,Rock 'n Roll",English,blue moon nights - john fogerty,0
Sweetest Perfection,Depeche Mode,1990,0,"Pop,Rock,Alternative,Electro",English,sweetest perfection - depeche mode,0
Only Sixteen,Dr. Hook & The Medicine Show,1976,0,Soft rock,English,only sixteen - dr. hook & the medicine show,0
Hurts so Good,Nathan Carter,2016,0,"Pop,Duet",English,hurts so good - nathan carter,0
Free Ride,Edgar Winter,1975,0,Rock,English,free ride - edgar winter,0
That's The Way Love Goes,Janet Jackson,1993,0,"Soft rock,Soul",English,that's the way love goes - janet jackson,0
Second Chance,38 Special,1988,0,Soft rock,English,second chance - 38 special,0
Silenced By The Night,Keane,2012,0,"Pop,Rock",English,silenced by the night - keane,0
Georgia In A Jug,Blake Shelton,2003,0,Country,English,georgia in a jug - blake shelton,0
Something New,Girls Aloud,2012,0,"Dance,Pop",English,something new - girls aloud,0
Wish I Had An Angel,Nightwish,2004,0,Hard/Metal,English,wish i had an angel - nightwish,0
Eyes On Me,Céline Dion,2008,0,Pop,English,eyes on me - céline dion,0
I Need Love,LL Cool J,1987,0,Rap,English,i need love - ll cool j,0
We Will Rock You (Fast Version),Queen,1979,0,Rock,English,we will rock you (fast version) - queen,0
Close Your Eyes,Parmalee,2014,0,"Country,Rock",English,close your eyes - parmalee,0
A Bay Bay,Hurricane Chris,2007,0,Rap,English,a bay bay - hurricane chris,0
Two Occasions,The Deele,1987,0,"Soft rock,R&B",English,two occasions - the deele,0
The Killing of Georgie,Rod Stewart,1976,0,"Pop,Soft rock",English,the killing of georgie - rod stewart,0
Beautiful Boy (Darling Boy),John Lennon,1981,0,Soft rock,English,beautiful boy (darling boy) - john lennon,0
Sutter's Mill,Dan Fogelberg,1985,0,"Folk,Soft rock",English,sutter's mill - dan fogelberg,0
Rock Me Gently,Andy Kim,1974,0,Rock,English,rock me gently - andy kim,0
Stranger In My House,Ronnie Milsap,1983,0,"Rock,Country",English,stranger in my house - ronnie milsap,0
The Power Of Love,Frankie Goes to Hollywood,1984,0,"Pop,Love,80s",English,the power of love - frankie goes to hollywood,0
All We'd Ever Need,Lady Antebellum,2008,0,Country,English,all we'd ever need - lady antebellum,0
The Lady Is a Tramp,Forever Gentlemen,2013,0,"Jazz,Duet",English,the lady is a tramp - forever gentlemen,0
All Together Now,The Beatles,1969,0,"Folk,Blues,Country",English,all together now - the beatles,0
How About You,Staind,2003,0,Rock,English,how about you - staind,0
Wolverton Mountain,Claude King,1962,0,Country,English,wolverton mountain - claude king,0
The Love I'm Frightened Of,Katie Melua,2013,0,"Pop,Jazz",English,the love i'm frightened of - katie melua,0
212,Azealia Banks,2011,1,Rap,English,212 - azealia banks,0
Better Be Good To Me,Tina Turner,1984,0,Rock,English,better be good to me - tina turner,0
Gentle On My Mind,Mike Denver,2010,0,Country,English,gentle on my mind - mike denver,0
Girls Lie Too,Terri Clark,2004,0,Country,English,girls lie too - terri clark,0
Old Shep,Elvis Presley,1956,0,"Love,Oldies",English,old shep - elvis presley,0
I Never Said Goodbye,Engelbert Humperdinck,1972,0,Love,English,i never said goodbye - engelbert humperdinck,0
Walk Right Back,The Everly Brothers,1961,0,"Pop,Oldies",English,walk right back - the everly brothers,0
Bailamos (remix),Enrique Iglesias,1999,0,"Dance,Electro,Latin,Pop",English,bailamos (remix) - enrique iglesias,0
Second Wind,Kelly Clarkson,2015,0,"Pop,Rock,Electro",English,second wind - kelly clarkson,0
The Girl's Alright With Me,The Temptations,1964,0,"Pop,Soul,Oldies",English,the girl's alright with me - the temptations,0
Baby It's You,The Beatles,1963,0,"Rock,Oldies",English,baby it's you - the beatles,0
Free,Powerman 5000,2003,0,"Hard/Metal,Rock",English,free - powerman 5000,0
Brooklyn Story,Unity 2,1991,0,"Rap,Alternative",English,brooklyn story - unity 2,0
Every Now And Then,Alan Jackson,2010,0,Country,English,every now and then - alan jackson,0
Pyramid,Charice,2010,0,"R&B,Pop",English,pyramid - charice,0
Inspector Mills,America,1982,0,"Soft rock,Pop,Folk",English,inspector mills - america,0
Don't Break My Heart Again,Whitesnake,1981,0,"Hard/Metal,Rock",English,don't break my heart again - whitesnake,0
Promises,The Cranberries,1999,0,"Rock,Pop",English,promises - the cranberries,0
Government Hooker,Lady Gaga,2011,0,"Pop,Electro,Dance",English,government hooker - lady gaga,0
What Are You Waiting For?,The Saturdays,2014,0,"Dance,Teen pop,Pop",English,what are you waiting for? - the saturdays,0
Good Ole Days,Phil Vassar,2005,0,Country,English,good ole days - phil vassar,0
Song For Sophie (I Hope She Flies),Aura Dione,2010,0,Pop,English,song for sophie (i hope she flies) - aura dione,0
Cherry Bomb,John Mellencamp,1987,0,"Country,Rock",English,cherry bomb - john mellencamp,0
Airplanes,B.o.B,2010,0,R&B,English,airplanes - b.o.b,0
The Sensitive Kind,Santana,1981,0,"Rock,Latin",English,the sensitive kind - santana,0
Don't Think I'm Not,Kandi,2000,0,R&B,English,don't think i'm not - kandi,0
Brown Eyed Handsome Man,Buddy Holly,1963,0,"Rock 'n Roll,Oldies",English,brown eyed handsome man - buddy holly,0
Picture To Burn,Taylor Swift,2008,0,Country,English,picture to burn - taylor swift,0
Perfume,Britney Spears,2013,0,Pop,English,perfume - britney spears,0
Anything Goes,Florida Georgia Line,2014,0,Country,English,anything goes - florida georgia line,0
The Old Apartment,Barenaked Ladies,1997,0,"Rock,Alternative",English,the old apartment - barenaked ladies,0
Since I Fell For You,Al Jarreau,1986,0,"Jazz,Soul",English,since i fell for you - al jarreau,0
Decode (Acoustic),Paramore,2008,0,"Rock,Alternative,Pop",English,decode (acoustic) - paramore,0
Daddy,PSY (싸이),2015,0,"Pop,Dance,Electro","Korean,English",daddy - psy (싸이),0
Good Girl Gone Bad,Rihanna,2007,0,R&B,English,good girl gone bad - rihanna,0
Better,Tom Baxter,2007,0,Soft rock,English,better - tom baxter,0
A Little Bit More,911,1999,0,Pop,English,a little bit more - 911,0
Fucked With An Anchor,Alestorm,2017,1,"Hard/Metal,Rock",English,fucked with an anchor - alestorm,0
Pussy (Round),Lords Of Acid,1998,1,"Rock,Alternative",English,pussy (round) - lords of acid,0
Quit Playing Games (With My Heart),The Baseballs,2011,0,"Rock 'n Roll,Pop,Oldies",English,quit playing games (with my heart) - the baseballs,0
Cinderella,Britney Spears,2001,0,Teen pop,English,cinderella - britney spears,0
Stop,Spice Girls,1998,0,Teen pop,English,stop - spice girls,0
Sad Movies (Make Me Cry),Sue Thompson,1961,0,"Oldies,Pop",English,sad movies (make me cry) - sue thompson,0
Better The Devil You Know,Kylie Minogue,1990,0,Pop,English,better the devil you know - kylie minogue,0
I'm In Love Again,Fats Domino,1956,0,Rock 'n Roll,English,i'm in love again - fats domino,0
Sweet Thing,Keith Urban,2008,0,Country,English,sweet thing - keith urban,0
"Mind Eraser, No Chaser",Them Crooked Vultures,2009,0,"Rock,Alternative,Hard/Metal",English,"mind eraser, no chaser - them crooked vultures",0
Kryptonite,Mario,2007,0,R&B,English,kryptonite - mario,0
Always Remember Us This Way,Luke Evans,2019,0,"Pop,Love",English,always remember us this way - luke evans,0
No Use,Huko,2018,0,"Pop,Dance",English,no use - huko,0
Wish I Could,The Wandering Hearts,2017,0,"Pop,Folk",English,wish i could - the wandering hearts,0
Stereo Love,Edward Maya,2009,0,"Dance,Electro",English,stereo love - edward maya,0
Hit The Road Jack,Hermes House Band,2004,0,"Pop,Dance,Jazz",English,hit the road jack - hermes house band,0
Rick Astley Medley,De Toppers,2016,0,Pop,English,rick astley medley - de toppers,0
Does That Blue Moon Ever Shine on You,Toby Keith,1996,0,Country,English,does that blue moon ever shine on you - toby keith,0
Live Wire,Mötley Crüe,1982,0,"Hard/Metal,Rock",English,live wire - mötley crüe,0
You Can Never Be Ready,Sunrise Avenue,2014,0,"Pop,Rock",English,you can never be ready - sunrise avenue,0
Hypnotize,System Of A Down,2006,0,"Alternative,Hard/Metal",English,hypnotize - system of a down,0
Hey Jude,Wilson Pickett,1969,0,"Soul,Rock",English,hey jude - wilson pickett,0
Letter To Me,Brad Paisley,2007,0,Country,English,letter to me - brad paisley,0
Stardust,Willie Nelson,1978,0,"Love,Country",English,stardust - willie nelson,0
Christmas Time,Bryan Adams,1985,0,"Christmas,Love,Pop,Rock",English,christmas time - bryan adams,0
"Give It Up, Turn It Loose",En Vogue,1993,0,"Funk,R&B,Pop",English,"give it up, turn it loose - en vogue",0
I May Hate Myself In The Morning,Lee Ann Womack,2005,0,Country,English,i may hate myself in the morning - lee ann womack,0
Opticon,Orgy,2001,0,Hard/Metal,English,opticon - orgy,0
This Could Be the Start of Something Big,Steve Lawrence,1954,0,"Jazz,Duet,Oldies",English,this could be the start of something big - steve lawrence,0
Shine,Take That,2006,0,"Pop,Rock",English,shine - take that,0
Mercury Blues,Alan Jackson,1992,0,Country,English,mercury blues - alan jackson,0
I Hope You're Happy Now,Carly Pearce,2019,0,"Country,Duet,Pop",English,i hope you're happy now - carly pearce,0
A Little Bit of Soap,Showaddywaddy,1978,0,Rock,English,a little bit of soap - showaddywaddy,0
Confessions Part II,Usher,2004,0,R&B,English,confessions part ii - usher,0
The Distance,Mariah Carey,2018,0,"R&B,Duet,Pop",English,the distance - mariah carey,0
"Signed, Sealed, Delivered I'm Yours",Michael McDonald,2003,0,Soul,English,"signed, sealed, delivered i'm yours - michael mcdonald",0
Invisible,Taylor Swift,2007,0,"Country,Pop",English,invisible - taylor swift,0
American Soldier,Toby Keith,2003,0,Country,English,american soldier - toby keith,0
Broken Love Song,Pete Doherty,2009,0,"Pop,Soft rock",English,broken love song - pete doherty,0
Crazy Horses,The Osmonds,1972,0,"Hard/Metal,Rock",English,crazy horses - the osmonds,0
La-La Means I Love You,The Delfonics,1968,0,Soul,English,la-la means i love you - the delfonics,0
Simple,Florida Georgia Line,2018,0,"Country,Pop,Rock",English,simple - florida georgia line,0
The Flood,Take That,2010,0,Pop,English,the flood - take that,0
Dance with Me,Le Youth,2014,0,"Dance,80s",English,dance with me - le youth,0
Slow Down,Douwe Bob,2016,0,Pop,English,slow down - douwe bob,0
A Mansion on the Hill,"Hank Williams, Sr.",1948,0,Country,English,"a mansion on the hill - hank williams, sr.",0
You're A Thousand Miles Away,The Heartbeats,1956,0,"Oldies,Love,Soul",English,you're a thousand miles away - the heartbeats,0
Dangerously in Love,Beyoncé,2003,0,R&B,English,dangerously in love - beyoncé,0
Water,Christy Sterling,2003,0,"Pop,Soft rock,Christian",English,water - christy sterling,0
Spectrum (Remix),Florence + The Machine,2012,0,"Pop,Dance",English,spectrum (remix) - florence + the machine,0
Proud of Your Boy,Aladdin (musical),2011,0,"Musical,Kids",English,proud of your boy - aladdin (musical),0
Come n Go,Enrique Iglesias,2011,1,"Dance,Electro",English,come n go - enrique iglesias,0
Viva La Vida,Boyce Avenue,2008,0,Pop,English,viva la vida - boyce avenue,0
Up This High,Allison Moorer,2002,0,Country,English,up this high - allison moorer,0
Candy,Paolo Nutini,2009,0,"Folk,Soft rock",English,candy - paolo nutini,0
I'm Jealous,Shania Twain,2002,0,"Country,Rock,Pop",English,i'm jealous - shania twain,0
Oh Pretty Woman,John Mayall,1967,0,"Blues,Rock",English,oh pretty woman - john mayall,0
Fall Into Me,Sugarland,2008,0,"Country,Soft rock",English,fall into me - sugarland,0
Stand Up,Sugarland,2010,0,Country,English,stand up - sugarland,0
It's So Easy,Buddy Holly,1958,0,Rock 'n Roll,English,it's so easy - buddy holly,0
Halo,Beyoncé,2008,0,"R&B,Pop",English,halo - beyoncé,0
The Party's Over,Willie Nelson,1967,0,Country,English,the party's over - willie nelson,0
Never Let Go,Josh Groban,2003,0,Pop,English,never let go - josh groban,0
Stay,Kygo,2015,0,"Dance,Electro,Pop",English,stay - kygo,0
No Love Allowed,Rihanna,2012,0,"R&B,Reggae,Pop",English,no love allowed - rihanna,0
If You Were A Sailboat,Katie Melua,2007,0,Soft rock,English,if you were a sailboat - katie melua,0
Just Call Me Lonesome,Radney Foster,1992,0,Country,English,just call me lonesome - radney foster,0
Wolves,Selena Gomez,2017,0,Pop,English,wolves - selena gomez,0
Popsicle Toes,Diana Krall,1999,0,"Jazz,Love",English,popsicle toes - diana krall,0
In the Mood,The Andrews Sisters,1942,0,"Oldies,Jazz",English,in the mood - the andrews sisters,0
Title,Meghan Trainor,2014,0,"Pop,Soul",English,title - meghan trainor,0
You're Under Arrest,Serge Gainsbourg,1987,0,"Funk,80s,Rock,French pop,Duet","English,French",you're under arrest - serge gainsbourg,0
Punk Rock Girl,The Dead Milkmen,1988,0,"Punk/Grunge,Rock",English,punk rock girl - the dead milkmen,0
Into The Silence,Robbie Williams,2012,0,"Pop,Soft rock",English,into the silence - robbie williams,0
Fake Love (방탄소년단의 노래),BTS (방탄소년단),2018,0,"Pop,Rap","Korean,English",fake love (방탄소년단의 노래) - bts (방탄소년단),0
Whatever It Is,Zac Brown Band,2009,0,"Soft rock,Country",English,whatever it is - zac brown band,0
What Are We Doin' in Love,Dottie West,1981,0,"Pop,Country,Duet",English,what are we doin' in love - dottie west,0
The Rose Tattoo,Eddie Fisher,1951,0,"Oldies,Traditionnal",English,the rose tattoo - eddie fisher,0
Long Black Train,Josh Turner,2003,0,Country,English,long black train - josh turner,0
The River,Garth Brooks,1992,0,Country,English,the river - garth brooks,0
Throw Your Arms Around Me,Hunters & Collectors,1984,0,Rock,English,throw your arms around me - hunters & collectors,0
That's A Woman,Mark Wills,2004,0,"Soft rock,Country",English,that's a woman - mark wills,0
In Any Tongue,David Gilmour,2015,0,"Rock,Alternative",English,in any tongue - david gilmour,0
Sooner Or Later,Breaking Benjamin,2004,0,"Hard/Metal,Rock,Alternative",English,sooner or later - breaking benjamin,0
Praying For Time,Carrie Underwood,1990,0,Soft rock,English,praying for time - carrie underwood,0
The 'In' Crowd,Dobie Gray,1964,0,Soul,English,the 'in' crowd - dobie gray,0
Watch What Happens,Newsies,2012,0,Musical,English,watch what happens - newsies,0
Do You Hear What I Hear?,Carrie Underwood,2008,0,Christmas,English,do you hear what i hear? - carrie underwood,0
Born This Way,The Baseballs,2011,0,"Pop,Rock 'n Roll,Oldies",English,born this way - the baseballs,0
The Weight of the Badge,George Strait,2019,0,"Country,Love",English,the weight of the badge - george strait,0
Party,Ofenbach,2018,0,"Electro,Dance",English,party - ofenbach,0
(Don't) Give Hate a Chance,Jamiroquai,2005,0,"Funk,Disco",English,(don't) give hate a chance - jamiroquai,0
Believe,Lenny Kravitz,1993,0,Rock,English,believe - lenny kravitz,0
Home Sweet Home,Mötley Crüe,1985,0,"Hard/Metal,Rock",English,home sweet home - mötley crüe,0
Master And Servant,Depeche Mode,1984,0,80s,English,master and servant - depeche mode,0
Sittin' On the Dock of the Bay,Vigon Bamy Jay,2013,0,"Soul,Blues",English,sittin' on the dock of the bay - vigon bamy jay,0
Such a Night,Michael Bublé,2018,0,"Rock 'n Roll,Jazz",English,such a night - michael bublé,0
Emotions,Mariah Carey,1991,0,Pop,English,emotions - mariah carey,0
Smells Like Teen Spirit,Paul Anka,2005,0,Jazz,English,smells like teen spirit - paul anka,0
No Regrets Yet,Sonya Isaacs,2003,0,Country,English,no regrets yet - sonya isaacs,0
Break On Me,Keith Urban,2014,0,"Pop,Rock,Country",English,break on me - keith urban,0
You Are,Lionel Richie,1982,0,Soft rock,English,you are - lionel richie,0
Play Me the Waltz of the Angels,Owen Mac,2016,0,Country,English,play me the waltz of the angels - owen mac,0
I'll Play the Blues for You,Albert King,1972,0,"Blues,Soul",English,i'll play the blues for you - albert king,0
Take You Home,Cassadee Pope,2018,0,"Country,Pop",English,take you home - cassadee pope,0
Fifty Years Too Late,Drake White,2011,0,Country,English,fifty years too late - drake white,0
Delta Lady,Joe Cocker,1969,0,"Rock,Soul",English,delta lady - joe cocker,0
Shallow (live),Lady Gaga,2019,0,Pop,English,shallow (live) - lady gaga,0
We Built This City,LadBaby,2018,0,"Humour,Pop,Rock,Duet",English,we built this city - ladbaby,0
Rockin' With The Rhythm Of The Rain,The Judds,1985,0,Folk,English,rockin' with the rhythm of the rain - the judds,0
