Title,Artist,Year,Explicit,Styles,Languages,title_artist,synced
Shape of My Heart,Backstreet Boys,2000,0,"Teen pop,Pop",English,shape of my heart - backstreet boys,0
The Day I Died,Just Jack,2009,0,"Rock,Pop",English,the day i died - just jack,0
"Steh auf, mach laut!",Höhner,2014,0,"Schlager,Rock",German,"steh auf, mach laut! - höhner",0
I Had The Craziest Dream,Frank Sinatra,1957,0,"Jazz,Oldies",English,i had the craziest dream - frank sinatra,0
Cheek to Cheek,1930s Standards,1935,0,"Jazz,Oldies",English,cheek to cheek - 1930s standards,0
Non Dimenticar (Don't Forget),Nat King Cole,1953,0,Oldies,English,non dimenticar (don't forget) - nat king cole,0
Süßer die Glocken nie klingen,Helene Fischer,2016,0,"Christmas,Schlager",German,süßer die glocken nie klingen - helene fischer,0
Fortunate,Maxwell,1999,0,"Soul,R&B",English,fortunate - maxwell,0
She's So Lovely,Scouting for Girls,2007,0,Rock,English,she's so lovely - scouting for girls,0
Only Love,The Ting Tings,2014,0,"Rock,80s,Pop,Alternative",English,only love - the ting tings,0
J'ai embrassé un flic,Renaud,2016,0,French pop,French,j'ai embrassé un flic - renaud,0
When I Fall in Love,Andrea Bocelli,2013,0,"Love,Jazz",English,when i fall in love - andrea bocelli,0
Shape of You,Groove Da Praia,2017,0,"Reggae,Pop",English,shape of you - groove da praia,0
Hey Juliet,LMNT,2002,0,"Pop,Teen pop,Rock",English,hey juliet - lmnt,0
Playing With Fire,N-Dubz,2010,0,Pop,English,playing with fire - n-dubz,0
Wild One,Bobby Rydell,1960,0,Rock 'n Roll,English,wild one - bobby rydell,0
Inside Out,Camila Cabello,2018,0,"Pop,Electro","English,Spanish",inside out - camila cabello,0
Alphonse,Lynda Lemay,1999,0,French pop,French,alphonse - lynda lemay,0
Sweet Caroline (Live),Elvis Presley,1970,0,Rock,English,sweet caroline (live) - elvis presley,0
I'm Your Puppet,James & Bobby Purify,1966,0,"Soul,Oldies",English,i'm your puppet - james & bobby purify,0
L'écho des dimanches,Patrick Fiori,2011,0,"French pop,Duet,Pop","French,Italian",l'écho des dimanches - patrick fiori,0
Over The Rainbow,Melody Gardot,2009,0,"Jazz,Latin,Musical",English,over the rainbow - melody gardot,0
Sexbomb (Live),Tom Jones,2000,0,Pop,English,sexbomb (live) - tom jones,0
Lighthouse,G.R.L.,2015,0,Pop,English,lighthouse - g.r.l.,0
Get Low,Zedd,2017,0,"Electro,Dance",English,get low - zedd,0
Frei wie der Wind,Santiano,2012,0,"Schlager,Celtic,Folk",German,frei wie der wind - santiano,0
Make Me Feel,Janelle Monáe,2018,1,"Funk,R&B",English,make me feel - janelle monáe,0
Rolling in the Deep (The Aretha Version),Aretha Franklin,2014,0,"Soul,Pop",English,rolling in the deep (the aretha version) - aretha franklin,0
Love is Alive,The Judds,1985,0,Country,English,love is alive - the judds,0
Stay Awhile,The Bells,1971,0,"Soft rock,Oldies,Duet",English,stay awhile - the bells,0
Sur la route,Raphaël,2003,0,"French pop,Duet",French,sur la route - raphaël,0
Y'a une fille qu'habite chez moi,Bénabar,2001,0,"French pop,Humour",French,y'a une fille qu'habite chez moi - bénabar,0
Friends,Justin Bieber,2017,0,"Pop,Electro",English,friends - justin bieber,0
My Two Cents,Caro Emerald,2013,0,"Pop,Soul,Electro,Latin",English,my two cents - caro emerald,0
Reach,Gloria Estefan,1996,0,"Pop,World/Folk",English,reach - gloria estefan,0
O Sole Mio,Luciano Pavarotti,1998,0,"Traditionnal,Classical",Italian,o sole mio - luciano pavarotti,0
It's Good to Be Us,Bucky Covington,2007,0,Country,English,it's good to be us - bucky covington,0
Temple,Kings of Leon,2013,0,Rock,English,temple - kings of leon,0
Never Again,Nickelback,2002,0,"Hard/Metal,Rock,Alternative",English,never again - nickelback,0
Solo por ti,Peter Kent,1986,0,"Dance,80s,Disco,Duet",Spanish,solo por ti - peter kent,0
Tightrope,Stevie Ray Vaughan,1989,0,"Blues,Rock",English,tightrope - stevie ray vaughan,0
La bicyclette,Yves Montand,1968,0,French pop,French,la bicyclette - yves montand,0
An Old Pair Of Shoes,Randy Travis,1992,0,Country,English,an old pair of shoes - randy travis,0
"100 Days, 100 Nights",Sharon Jones,2006,0,Soul,English,"100 days, 100 nights - sharon jones",0
Stitches (Acoustic),Shawn Mendes,2015,0,"Pop,Folk,Duet",English,stitches (acoustic) - shawn mendes,0
L'hôtesse de l'air,Jacques Dutronc,1969,0,French pop,French,l'hôtesse de l'air - jacques dutronc,0
Run For Your Life,Matt Cardle,2011,0,"Pop,Rock",English,run for your life - matt cardle,0
Candy,Cameo,1986,0,"80s,Funk",English,candy - cameo,0
Je recherche,Fabrice Mauss,2007,0,"French pop,Duet",French,je recherche - fabrice mauss,0
Five More Hours,Chris Brown,2015,0,"Pop,Dance,Electro",English,five more hours - chris brown,0
Stardust,Rod Stewart,2005,0,Jazz,English,stardust - rod stewart,0
Un mundo sin amor,Conexion,2006,0,"Pop,Soft rock,Love",Spanish,un mundo sin amor - conexion,0
I'm In The Mood For Love,Louis Prima,1953,0,"Oldies,Jazz",English,i'm in the mood for love - louis prima,0
Haunted,Kelly Clarkson,2007,0,"Rock,Pop",English,haunted - kelly clarkson,0
There There,Radiohead,2003,0,"Alternative,Rock",English,there there - radiohead,0
Let It All Go,Rhodes,2015,0,"Alternative,Soft rock,Folk,Duet",English,let it all go - rhodes,0
Dollar Days,David Bowie,2016,0,"Rock,Alternative,Jazz",English,dollar days - david bowie,0
I Want A Cowboy,Reba McEntire,2009,0,Country,English,i want a cowboy - reba mcentire,0
Se mi vuoi,Pino Daniele,1995,0,"Pop,Soft rock,Duet",Italian,se mi vuoi - pino daniele,0
"Two of a Kind, Workin' on a Full House",Garth Brooks,1991,0,Country,English,"two of a kind, workin' on a full house - garth brooks",0
If I Loved You,Barbra Streisand,1985,0,"Musical,Love",English,if i loved you - barbra streisand,0
Me and My Shadow,Robbie Williams,2001,0,"Jazz,Duet",English,me and my shadow - robbie williams,0
Since I Fell For You,Reba McEntire,1993,0,"Pop,Blues,Jazz,Duet",English,since i fell for you - reba mcentire,0
Sex,The 1975,2012,0,"Alternative,Rock",English,sex - the 1975,0
If You Asked Me To,Céline Dion,1992,0,Soft rock,English,if you asked me to - céline dion,0
Someone To Love,Jon B.,1995,0,R&B,English,someone to love - jon b.,0
Funny Funny,Sweet,1971,0,"Pop,Rock",English,funny funny - sweet,0
Libre (feat. Emma Marrone),Álvaro Soler,2016,0,"Pop,Duet","Spanish,Italian",libre (feat. emma marrone) - álvaro soler,0
Coat Of Many Colours,Shania Twain,2003,0,"Country,Soft rock",English,coat of many colours - shania twain,0
Didn't Know Love,Céline Dion,2013,0,Pop,English,didn't know love - céline dion,0
Jolene,Zac Brown Band,2008,0,Country,English,jolene - zac brown band,0
My Boo,Ghost Town DJ's,1996,0,R&B,English,my boo - ghost town dj's,0
The Show Must Go On,Leo Sayer,1973,0,Alternative,English,the show must go on - leo sayer,0
Around The World In Eighty Days,1950s Standards,1958,0,Oldies,English,around the world in eighty days - 1950s standards,0
Miracle,Paramore,2007,0,"Rock,Alternative",English,miracle - paramore,0
Lovely One,The Jackson 5,1980,0,"Disco,Funk",English,lovely one - the jackson 5,0
Dieses Leben,Juli,2006,0,"Rock,Pop",German,dieses leben - juli,0
Because You Live,Jesse McCartney,2004,0,"Pop,Rock",English,because you live - jesse mccartney,0
Bailamos (remix),Enrique Iglesias,1999,0,"Dance,Electro,Latin,Pop",English,bailamos (remix) - enrique iglesias,0
Play My Funk,Simple E,1994,0,"Rap,R&B",English,play my funk - simple e,0
I Thought About You,1930s Standards,1939,0,"Oldies,Jazz",English,i thought about you - 1930s standards,0
Sway,The Puppini Sisters,2006,0,"Jazz,Pop",English,sway - the puppini sisters,0
Shout,Dizzee Rascal,2010,0,"Rap,Pop",English,shout - dizzee rascal,0
Breathe,Faith Hill,1999,0,"Country,Love",English,breathe - faith hill,0
Stars,Switchfoot,2005,0,"Rock,Pop",English,stars - switchfoot,0
Lodi Dodi,Snoop Dogg,1993,1,Rap,English,lodi dodi - snoop dogg,0
Be Alright,Dean Lewis,2018,1,Pop,English,be alright - dean lewis,0
Everything Changes,Take That,1994,0,"Teen pop,Pop,Dance",English,everything changes - take that,0
Quand je joue,Julien Clerc,1980,0,French pop,French,quand je joue - julien clerc,0
Historia de un amor,Cesária Évora,2010,0,"World/Folk,Latin,Duet",Spanish,historia de un amor - cesária évora,0
You Are The Sunshine Of My Life,Frank Sinatra,1974,0,"Jazz,Oldies",English,you are the sunshine of my life - frank sinatra,0
Yearning for Your Love,The Gap Band,1980,0,"Soul,Funk,Love",English,yearning for your love - the gap band,0
Eraser,Ed Sheeran,2017,0,Pop,English,eraser - ed sheeran,0
Perfidia,Linda Ronstadt,1991,0,"Latin,Jazz",Spanish,perfidia - linda ronstadt,0
A tous ceux qu'on aime,Frédéric François,2016,0,French pop,French,a tous ceux qu'on aime - frédéric françois,0
Meet Virginia,Train,1998,0,Rock,English,meet virginia - train,0
What You Want,Legally Blonde (musical),2007,0,Musical,English,what you want - legally blonde (musical),0
Golden Slumbers / Carry That Weight,The Beatles,1969,0,Rock,English,golden slumbers / carry that weight - the beatles,0
Adieu,Slimane,2016,0,French pop,French,adieu - slimane,0
I Like It Rough,Lady Gaga,2008,0,"Pop,Electro,Dance",English,i like it rough - lady gaga,0
Dance,DNCE,2018,0,"Pop,Dance",English,dance - dnce,0
Roar,Boyce Avenue,2013,0,Pop,English,roar - boyce avenue,0
Sunday Sunrise,Brenda Lee,1973,0,Country,English,sunday sunrise - brenda lee,0
Dignity,Deacon Blue,1987,0,"Pop,Rock",English,dignity - deacon blue,0
Mamma Mia,Cher,2018,0,"Pop,Disco",English,mamma mia - cher,0
Rêveries,Hervé Vilard,1977,0,French pop,French,rêveries - hervé vilard,0
We're All To Blame,Sum 41,2004,0,"Pop,Rock",English,we're all to blame - sum 41,0
É l'amore che conta,Giorgia,2011,0,Pop,Italian,é l'amore che conta - giorgia,0
Nessun Dorma,Florent Pagny,2004,0,Classical,Italian,nessun dorma - florent pagny,0
Night and Day,Billie Holiday,1933,0,Jazz,English,night and day - billie holiday,0
Tu sonrisa,Elvis Crespo,1998,0,"Pop,Latin",Spanish,tu sonrisa - elvis crespo,0
Four Country Roads,Shawn Cuddy,2009,0,Country,English,four country roads - shawn cuddy,0
"Rote rosen, rote lippen, roter wein",René Carol,1953,0,Oldies,German,"rote rosen, rote lippen, roter wein - rené carol",0
Ave Maria (Survivors of a Different Kind),Jennifer Rush,1985,0,"Christmas,80s",English,ave maria (survivors of a different kind) - jennifer rush,0
Village,Cam,2015,0,"Pop,Folk,Country",English,village - cam,0
Some Kind Of Wonderful,Grand Funk Railroad,1975,0,Rock,English,some kind of wonderful - grand funk railroad,0
Prends bien soin d'elle,Claude Barzotti,1985,0,French pop,French,prends bien soin d'elle - claude barzotti,0
Las tres de la noche,Los Iberos,1968,0,Pop,Spanish,las tres de la noche - los iberos,0
Santa Claus Got Stuck In My Chimney,The Hot Sardines,2013,0,"Christmas,Latin,Jazz",English,santa claus got stuck in my chimney - the hot sardines,0
Happier (Stripped),Marshmello,2018,0,"Electro,Pop",English,happier (stripped) - marshmello,0
Just An Old Fashioned Love Song,Three Dog Night,1969,0,"Rock,Pop",English,just an old fashioned love song - three dog night,0
"Jesús, Verbo No Sustantivo",Ricardo Arjona,1990,0,Soft rock,Spanish,"jesús, verbo no sustantivo - ricardo arjona",0
No One Mourns the Wicked,Wicked (musical),2003,0,Musical,English,no one mourns the wicked - wicked (musical),0
Oceano,Josh Groban,2003,0,Pop,Italian,oceano - josh groban,0
DNA,Little Mix,2012,0,"Pop,Electro,Teen pop",English,dna - little mix,0
No Regrets,The Walker Brothers,1975,0,"Pop,Rock,Country",English,no regrets - the walker brothers,0
Christian Woman,Type O Negative,1993,1,"Hard/Metal,Alternative",English,christian woman - type o negative,0
Wrecking Ball,James Arthur,2013,0,Pop,English,wrecking ball - james arthur,0
Perdono,Tiziano Ferro,2001,0,"Pop,R&B",Italian,perdono - tiziano ferro,0
Je prends le large,Tal,2012,0,French pop,French,je prends le large - tal,0
Love Gone Wrong,You+Me,2014,0,"Folk,Pop,Love,Duet",English,love gone wrong - you+me,0
Change my Mind,Céline Dion,2019,0,Pop,English,change my mind - céline dion,0
Do You Hear What I Hear?,Anne Murray,1988,0,"Christmas,Pop",English,do you hear what i hear? - anne murray,0
On The Floor,Jennifer Lopez,2011,0,"Dance,Pop,Electro",English,on the floor - jennifer lopez,0
Italiana,J-Ax,2018,0,"Pop,Reggae,Rap,Duet",Italian,italiana - j-ax,0
On The Good Ship Lollipop,Children's Chorus,1934,0,Kids,English,on the good ship lollipop - children's chorus,0
Love You Anyway,Boyzone,2008,0,Teen pop,English,love you anyway - boyzone,0
Monsta,Culcha Candela,2009,0,"Dance,Rap",German,monsta - culcha candela,0
Heart Of Gold,Kelly Llorenna,2002,0,Dance,English,heart of gold - kelly llorenna,0
Chandelier,Scary Pockets,2019,0,"Funk,Pop",English,chandelier - scary pockets,0
Pocketful Of Miracles,Frank Sinatra,1961,0,Jazz,English,pocketful of miracles - frank sinatra,0
The Day We Caught The Train,Ocean Colour Scene,1996,0,"Rock,Alternative",English,the day we caught the train - ocean colour scene,0
Welcome To The Jungle,Neon Jungle,2014,0,"Dance,Pop,Teen pop",English,welcome to the jungle - neon jungle,0
Glad He's Gone,Tove Lo,2019,0,"Pop,Electro",English,glad he's gone - tove lo,0
Keep Us Safe,Carrie Underwood,2014,0,"Country,Pop",English,keep us safe - carrie underwood,0
Where Were You (When The World Stopped Turning),Alan Jackson,2002,0,Country,English,where were you (when the world stopped turning) - alan jackson,0
Maybellene,Chuck Berry,1955,0,Rock 'n Roll,English,maybellene - chuck berry,0
Don't Be Afraid Of The Dark,Robert Cray,1988,0,"Rock,Blues,Funk",English,don't be afraid of the dark - robert cray,0
(Theme From) The Monkees,The Monkees,1966,0,Rock,English,(theme from) the monkees - the monkees,0
California Gurls,Katy Perry,2010,0,"Electro,Pop,Dance",English,california gurls - katy perry,0
Not In That Way,Sam Smith,2014,0,"Pop,Love",English,not in that way - sam smith,0
Feeling Good (Live),Michael Bublé,2005,0,Jazz,English,feeling good (live) - michael bublé,0
Boulevard Of Broken Dreams,Tony Bennett,1950,0,"Pop,Latin",English,boulevard of broken dreams - tony bennett,0
Honky Tonk Woman,Jerry Lee Lewis,2006,0,"Rock 'n Roll,Duet",English,honky tonk woman - jerry lee lewis,0
Fire It Up,Joe Cocker,2012,0,"Rock,Soft rock",English,fire it up - joe cocker,0
Howzat,Sherbet,1976,0,"Rock,Pop",English,howzat - sherbet,0
L'Italiano,Toto Cutugno,1983,0,Pop,Italian,l'italiano - toto cutugno,0
Asereje (The Ketchup Song),Las Ketchup,2003,0,"Pop,Latin","English,Spanish",asereje (the ketchup song) - las ketchup,0
Mitten im paradies,Helene Fischer,2007,0,Schlager,German,mitten im paradies - helene fischer,0
Happier,Ed Sheeran,2017,0,Pop,English,happier - ed sheeran,0
A Marshmallow World,Seth MacFarlane,2014,0,"Christmas,Jazz",English,a marshmallow world - seth macfarlane,0
Size Matters (Someday),Joe Nichols,2006,0,Country,English,size matters (someday) - joe nichols,0
It's Four in the Morning,Faron Young,1971,0,Country,English,it's four in the morning - faron young,0
Mooie blauwe ogen,Django Wagner,2009,0,Schlager,Dutch,mooie blauwe ogen - django wagner,0
Der letzte Sirtaki,Rex Gildo,1975,0,Schlager,German,der letzte sirtaki - rex gildo,0
Kilimandscharo,Andrea Berg,1992,0,Schlager,German,kilimandscharo - andrea berg,0
Closer,Boyce Avenue,2009,0,"Pop,Folk,Soft rock",English,closer - boyce avenue,0
Banditos,The Refreshments,1996,0,"Rock,Alternative",English,banditos - the refreshments,0
Keeper of the Flame (Album version),Miranda Lambert,2016,0,"Country,Pop,Rock",English,keeper of the flame (album version) - miranda lambert,0
Run The Show,Kat DeLuna,2008,0,"R&B,Pop",English,run the show - kat deluna,0
So wie man Tanzt so liebt man,Maite Kelly,2011,0,Pop,German,so wie man tanzt so liebt man - maite kelly,0
Free,Mýa,2001,0,R&B,English,free - mýa,0
The Spell,Alphabeat,2009,0,"Pop,Dance",English,the spell - alphabeat,0
So Emotional,Whitney Houston,1987,0,"R&B,Pop,80s",English,so emotional - whitney houston,0
Corsica,Patrick Fiori,2015,0,"French pop,Duet",Corsican,corsica - patrick fiori,0
Loving Arms,Elvis Presley,1974,0,"Love,Oldies",English,loving arms - elvis presley,0
Morning Person,Shrek (musical),2008,0,"Musical,Pop",English,morning person - shrek (musical),0
Kinder an die Macht,Herbert Grönemeyer,1986,0,"Pop,Rock,Schlager",German,kinder an die macht - herbert grönemeyer,0
Stand Up For Jesus,Gospel Singer,2005,0,"Gospel,Christian",English,stand up for jesus - gospel singer,0
Perfect Strangers,Deep Purple,1984,0,Hard/Metal,English,perfect strangers - deep purple,0
It Ain't Nothin',Keith Whitley,1989,0,Country,English,it ain't nothin' - keith whitley,0
Quatre vies,Emmanuel Moire,2013,0,French pop,French,quatre vies - emmanuel moire,0
I Don't Believe In Miracles,Sinitta,1988,0,"Pop,80s",English,i don't believe in miracles - sinitta,0
A Woman Like You,Lee Brice,2011,0,Country,English,a woman like you - lee brice,0
Ik ben gelukkig zonder jou,Jolanda Zoomer,2011,0,Schlager,Dutch,ik ben gelukkig zonder jou - jolanda zoomer,0
This House,Tracie Spencer,1991,0,"80s,Pop",English,this house - tracie spencer,0
Mon héroïne,Fréro Delavega,2014,0,French pop,French,mon héroïne - fréro delavega,0
Right Where I Need to Be,Gary Allan,2000,0,"Country,Rock",English,right where i need to be - gary allan,0
Per le strade una canzone,Eros Ramazzotti,2018,0,"Pop,Duet,Latin","Italian,Spanish",per le strade una canzone - eros ramazzotti,0
Panic Cord,Gabrielle Aplin,2013,0,"Pop,Folk",English,panic cord - gabrielle aplin,0
Real Love,Tom Odell,2014,0,Pop,English,real love - tom odell,0
J'entends frapper,Michel Pagliaro,1972,0,"Rock 'n Roll,French pop,Rock",French,j'entends frapper - michel pagliaro,0
Shine,De Toppers,2009,0,"Pop,Dance",English,shine - de toppers,0
Games People Play,Tom Jones,1969,0,"Pop,Rock,Duet",English,games people play - tom jones,0
Domino (The Singer Live),Jessie J,2008,0,Pop,English,domino (the singer live) - jessie j,0
Fun,Pitbull,2014,0,"Pop,Electro,Rap",English,fun - pitbull,0
Schmidtchen Schleicher,Nico Haak,1975,0,Schlager,German,schmidtchen schleicher - nico haak,0
I Gotta Know,Elvis Presley,1960,0,"Rock 'n Roll,Pop,Oldies",English,i gotta know - elvis presley,0
Sang pour sang,Sylvie Vartan,2018,0,French pop,French,sang pour sang - sylvie vartan,0
Impossible (Acoustic),James Arthur,2013,0,Pop,English,impossible (acoustic) - james arthur,0
Got Dynamite,Demi Lovato,2009,0,"Teen pop,Rock",English,got dynamite - demi lovato,0
Konik na biegunach,Urszula,1996,0,"Hard/Metal,Rock",Polish,konik na biegunach - urszula,0
Amor amor,Arielle Dombasle,2004,0,"Latin,World/Folk",Spanish,amor amor - arielle dombasle,0
Let It Snow! Let It Snow! Let It Snow!,Harry Connick Jr.,1993,0,"Christmas,Jazz",English,let it snow! let it snow! let it snow! - harry connick jr.,0
The Lord's Prayer,Gospel Singer,2005,0,"Gospel,Christian",English,the lord's prayer - gospel singer,0
Tout nu et tout bronzé,Carlos,1973,0,French pop,French,tout nu et tout bronzé - carlos,0
Hard To Be A Hippie,Billy Currington,2013,0,Country,English,hard to be a hippie - billy currington,0
Silent Night,Enya,2000,0,"Christmas,Pop",Other,silent night - enya,0
Hold My Heart,Sara Bareilles,2010,0,"Pop,Soul",English,hold my heart - sara bareilles,0
Show Me Love,t.A.T.u.,2002,0,"Pop,80s",English,show me love - t.a.t.u.,0
Nightmare,Avenged Sevenfold,2010,1,"Hard/Metal,Rock",English,nightmare - avenged sevenfold,0
Love My Life,Robbie Williams,2016,0,"Pop,Rock",English,love my life - robbie williams,0
Money,Peace,2014,0,"Alternative,Rock",English,money - peace,0
Look At Us,Vince Gill,1991,0,Country,English,look at us - vince gill,0
For Me and My Gal,Dixieland Boys,1917,0,"Jazz,Oldies",English,for me and my gal - dixieland boys,0
Forgiven,Within Temptation,2008,0,Hard/Metal,English,forgiven - within temptation,0
Promis juré,Lilian Renaud,2015,0,French pop,French,promis juré - lilian renaud,0
Baby It's You,The Shirelles,1961,0,"Soul,Oldies,Pop",English,baby it's you - the shirelles,0
Si toi aussi tu m'abandonnes,Eddy Mitchell,2009,0,French pop,French,si toi aussi tu m'abandonnes - eddy mitchell,0
Like I Do,David Guetta,2018,0,"Dance,Electro",English,like i do - david guetta,0
"Besonders, wenn Weihnachten ist",Cora,2011,0,"Christmas,Schlager,Love",German,"besonders, wenn weihnachten ist - cora",0
Reviens,Garou,2003,0,French pop,French,reviens - garou,0
Paparazzi (MTV VMA Version),Lady Gaga,2009,0,"Pop,Electro",English,paparazzi (mtv vma version) - lady gaga,0
Nightswimming,R.E.M.,1993,0,"Pop,Alternative",English,nightswimming - r.e.m.,0
Sweet Surrender,Sarah McLachlan,1998,0,Rock,English,sweet surrender - sarah mclachlan,0
Standing Still,Roman Lob,2012,0,Pop,English,standing still - roman lob,0
Scarlet Ribbons,The Cats,1969,0,Soft rock,English,scarlet ribbons - the cats,0
The Shoebox,Chris Young,2009,0,Country,English,the shoebox - chris young,0
Let's Go Waltzing Together,Mike Denver,2009,0,Country,English,let's go waltzing together - mike denver,0
Er hangt liefde in de lucht,Gerard Joling,2011,0,Schlager,Dutch,er hangt liefde in de lucht - gerard joling,0
Extreme Ways,Moby,2002,0,"Pop,Rock",English,extreme ways - moby,0
Ganz Oder Gar Nicht,Wolfgang Petry,1991,0,"Schlager,Rock",German,ganz oder gar nicht - wolfgang petry,0
Sexed Up,Robbie Williams,2003,0,"Pop,Soft rock",English,sexed up - robbie williams,0
Karésé mwen,Malavoi,1983,0,Zouk/Creole,Creole,karésé mwen - malavoi,0
Foxtrot Medley,De Toppers,2011,0,Schlager,Dutch,foxtrot medley - de toppers,0
I Wanna Stay With You,Gallagher & Lyle,1976,0,Pop,English,i wanna stay with you - gallagher & lyle,0
Ain't No Sunshine,Paul Carrack,2001,0,"Soul,Blues",English,ain't no sunshine - paul carrack,0
Water,Christy Sterling,2003,0,"Pop,Soft rock,Christian",English,water - christy sterling,0
"Jackson, Mississippi",Kid Rock,2003,0,"Hard/Metal,Rock",English,"jackson, mississippi - kid rock",0
Etre à la hauteur,Le Roi Soleil,2005,0,"French pop,Musical",French,etre à la hauteur - le roi soleil,0
Caramel,City High,2001,0,"R&B,Rap",English,caramel - city high,0
"Memphis, Tennessee",Cliff Richard,2016,0,Rock 'n Roll,English,"memphis, tennessee - cliff richard",0
SOS,Jonas Brothers,2007,0,"Teen pop,Rock",English,sos - jonas brothers,0
Fuiste,Gilda,1997,0,Latin,Spanish,fuiste - gilda,0
Rude,Madilyn Bailey,2015,0,"Folk,Pop",English,rude - madilyn bailey,0
One More Try,Timmy T.,1990,0,Love,English,one more try - timmy t.,0
Wild Horses,Karen Souza,2006,0,"Jazz,Latin,Soft rock",English,wild horses - karen souza,0
Shut Up,Black Eyed Peas,2003,0,"Dance,R&B,Rap",English,shut up - black eyed peas,0
Cry Me Out,Pixie Lott,2009,0,"Soul,Pop,R&B",English,cry me out - pixie lott,0
L'ultima notte,Josh Groban,2006,0,"Pop,Classical",Italian,l'ultima notte - josh groban,0
Where I Wanna Be,Donell Jones,2000,0,"Soul,R&B",English,where i wanna be - donell jones,0
It's Only A Paper Moon,Nat King Cole,1943,0,"Jazz,Oldies",English,it's only a paper moon - nat king cole,0
Une fille comme ça,Dany Brillant,1996,0,"French pop,Latin",French,une fille comme ça - dany brillant,0
Hard Rock Hallelujah,Lordi,2006,0,Hard/Metal,English,hard rock hallelujah - lordi,0
Above All,Michael W. Smith,2001,0,"Christian,Pop",English,above all - michael w. smith,0
Just Because,Jane's Addiction,2003,0,"Rock,Alternative",English,just because - jane's addiction,0
Mon fils est parti au djihad,Gauvain Sers,2017,0,French pop,French,mon fils est parti au djihad - gauvain sers,0
Losing Sleep,Chris Young,2017,0,Country,English,losing sleep - chris young,0
Flowers On The Wall,Eric Heatherly,2000,0,Country,English,flowers on the wall - eric heatherly,0
Live Again,Sevendust,2002,0,Rock,English,live again - sevendust,0
They Call Me The Breeze,Eric Clapton,2014,0,"Blues,Rock",English,they call me the breeze - eric clapton,0
Every Which Way but Loose,Eddie Rabbitt,1979,0,Country,English,every which way but loose - eddie rabbitt,0
Come Back to Me,Cunnie Williams,2002,0,"Funk,Disco",English,come back to me - cunnie williams,0
That's All,Nat King Cole,1953,0,Jazz,English,that's all - nat king cole,0
C'est la vie,René Riva,2008,0,Schlager,Dutch,c'est la vie - rené riva,0
Je vais à Rio,Claude François,1977,0,"French pop,Disco",French,je vais à rio - claude françois,0
Adore You,Miley Cyrus,2013,0,"Pop,Teen pop",English,adore you - miley cyrus,0
Little Things,One Direction,2012,0,"Teen pop,Pop",English,little things - one direction,0
L.A.,Amy Macdonald,2007,0,"Rock,Alternative,Folk",English,l.a. - amy macdonald,0
Chained to the Rhythm,Boyce Avenue,2017,0,Pop,English,chained to the rhythm - boyce avenue,0
Diamonds,Morgan Evans,2020,0,"Pop,Country",English,diamonds - morgan evans,0
O Come All Ye Faithful (alternate version),Christmas Carol,1816,0,"Christmas,Traditionnal",English,o come all ye faithful (alternate version) - christmas carol,0
Le temps d'aimer,Julien Clerc,2011,0,French pop,French,le temps d'aimer - julien clerc,0
Écris l'histoire,M. Pokora,2017,0,French pop,French,écris l'histoire - m. pokora,0
If Anyone Falls,Stevie Nicks,1983,0,"Rock,Pop,80s",English,if anyone falls - stevie nicks,0
"Quizás, quizás, quizás",Los Panchos,1976,0,Latin,Spanish,"quizás, quizás, quizás - los panchos",0
Das verflixte 7. Jahr,Semino Rossi,2019,0,"Schlager,Dance",German,das verflixte 7. jahr - semino rossi,0
"Eu Quero Tchu, Eu Quero Tcha",João Lucas & Marcelo,2012,0,"Latin,Pop",Portuguese,"eu quero tchu, eu quero tcha - joão lucas & marcelo",0
3 Nights,Dominic Fike,2018,0,Pop,English,3 nights - dominic fike,0
Lovin' Things,Marmalade,1968,0,Rock,English,lovin' things - marmalade,0
Mamy Blue,Nicoletta,1971,0,"French pop,Gospel",French,mamy blue - nicoletta,0
Because of You,Ne-Yo,2007,0,R&B,English,because of you - ne-yo,0
Rapunzel,Daniela Mercury,1997,0,"Pop,Latin,Dance",Portuguese,rapunzel - daniela mercury,0
Si Dios Me Quita La Vida,Javier Solís,1992,0,Latin,Spanish,si dios me quita la vida - javier solís,0
Touch Me When We're Dancing,The Carpenters,1981,0,Love,English,touch me when we're dancing - the carpenters,0
Lone Star Blues,Delbert McClinton,2002,0,Country,English,lone star blues - delbert mcclinton,0
This Time I'll Be Sweeter,Angela Bofill,1978,0,"Love,Soul",English,this time i'll be sweeter - angela bofill,0
Radancer,Marmalade,1972,0,"Pop,Rock 'n Roll",English,radancer - marmalade,0
Anyone Can Play Guitar,Radiohead,1993,0,"Rock,Alternative",English,anyone can play guitar - radiohead,0
Can't Help Falling In Love,UB40,1993,0,"Reggae,Pop,Rock",English,can't help falling in love - ub40,0
Et moi dans mon coin,Charles Aznavour,1966,0,French pop,French,et moi dans mon coin - charles aznavour,0
Un millón de euros,El Arrebato,2006,0,"Pop,Latin",Spanish,un millón de euros - el arrebato,0
Das kleine Küken piept,Pulcino Pio,2012,0,"Kids,Pop",German,das kleine küken piept - pulcino pio,0
Velvet Elvis,Kacey Musgraves,2008,0,"Pop,Country",English,velvet elvis - kacey musgraves,0
A Little Dive Bar in Dahlonega,Ashley McBryde,2017,0,Country,English,a little dive bar in dahlonega - ashley mcbryde,0
